id,start_node,end_node,lbl,source_idx,target_idx,label_encoded
E_36d1108a-324d-5570-9dd4-3ecee4e811c3,SENSORDATA_b82dc9d1-a7c0-59e1-b756-04bae2e4c08a,PLANT_5a508647-c0e4-421f-8296-f0ff1ed02ea4,MEASURES,,,1
E_ff8d1bdc-5da7-5f21-befa-cb4e57f2d942,SENSOR_az:12:rb:ss:34:gh,PLANT_5a508647-c0e4-421f-8296-f0ff1ed02ea4,MEASURES,4.0,,1
E_eb24926b-d7dc-5e71-980a-e4014ac1c604,SENSORDATA_9a06e2b5-79b1-5563-b085-5eae3348f93a,PLANT_e237c159-b17d-40ee-b584-03259b0478b7,MEASURES,,,1
E_5cf3b322-7625-5230-a603-7bd7a38d67d6,SENSORDATA_84b17ed2-fa18-5b96-b5a6-9255bcb43c5c,PLANT_e237c159-b17d-40ee-b584-03259b0478b7,MEASURES,,,1
E_ef044a8d-1458-594b-afd1-104be3408f9d,SENSORDATA_7387ebf6-902a-514b-b91b-281448eb6220,PLANT_e237c159-b17d-40ee-b584-03259b0478b7,MEASURES,,,1
E_3c8ddb64-0692-5e49-950c-b20f1c08a069,SENSORDATA_a80cef0e-80fc-5497-b545-2bb2e138016c,PLANT_e237c159-b17d-40ee-b584-03259b0478b7,MEASURES,,,1
E_e15ed76f-936e-55cd-9403-234aabba884a,SENSORDATA_d7512e88-0114-5ccd-a244-aac9da8a5cca,PLANT_e237c159-b17d-40ee-b584-03259b0478b7,MEASURES,,,1
E_b35ff329-c415-5c4f-a5d7-8d8529f5e34d,SENSORDATA_cb6636de-4266-58d5-820f-0798adae4551,PLANT_e237c159-b17d-40ee-b584-03259b0478b7,MEASURES,,,1
E_de0a4f68-1fb1-5f4a-a238-a68daf7164dd,SENSORDATA_c6aa0428-19c1-5072-9a78-3d53343f5ffe,PLANT_e237c159-b17d-40ee-b584-03259b0478b7,MEASURES,,,1
E_22a181ed-6e70-5191-aeb0-8b60330b51ed,SENSORDATA_2b2ff1d8-8a9b-5e6a-beb6-9d2a573fc05a,PLANT_e237c159-b17d-40ee-b584-03259b0478b7,MEASURES,,,1
E_a74a20d4-886a-5fa7-a7be-92763193e237,SENSORDATA_4c887a0d-d7d6-5350-adf7-e532a5040f97,PLANT_e237c159-b17d-40ee-b584-03259b0478b7,MEASURES,,,1
E_acc64317-821b-572c-902d-8345a3359a0a,SENSORDATA_c26f7059-8673-5292-aa68-3857c0c1c40e,PLANT_e237c159-b17d-40ee-b584-03259b0478b7,MEASURES,,,1
E_20cab8a3-2380-5af2-8827-dda1a8904c9b,SENSORDATA_4ddf8550-1a25-5557-9b26-142a6b349413,PLANT_e237c159-b17d-40ee-b584-03259b0478b7,MEASURES,,,1
E_2697440a-f933-56d8-aa54-f27979cd850d,SENSORDATA_2596c0a2-40a1-53eb-a0f2-edc49ef61039,PLANT_e237c159-b17d-40ee-b584-03259b0478b7,MEASURES,,,1
E_5f47f75b-8618-57ce-bbec-acb3f1b900c7,SENSORDATA_d64a9e27-abf0-52ed-9d47-41254d1e7030,PLANT_e237c159-b17d-40ee-b584-03259b0478b7,MEASURES,,,1
E_868573e8-f8d4-5b28-a367-f92bb9ce5db4,SENSORDATA_6365cd0d-d946-579d-981f-a36ebf3e105f,PLANT_e237c159-b17d-40ee-b584-03259b0478b7,MEASURES,,,1
E_3ce49165-597c-514c-88d6-baa3949e292a,SENSOR_kd:sd:3a:33:69:42,PLANT_e237c159-b17d-40ee-b584-03259b0478b7,MEASURES,,,1
E_65a89037-570b-5cf3-ba72-104184475be0,SENSORDATA_e07dcc4b-ac2a-51b9-a732-79a74f6184a0,PLANT_34e7e00a-6a2c-4fa2-84bf-d6d4a8c30314,MEASURES,,,1
E_90265889-a29a-5c2a-87f7-151b02eba8b4,SENSORDATA_86d158d9-5563-5f65-87b9-153102d0b282,PLANT_34e7e00a-6a2c-4fa2-84bf-d6d4a8c30314,MEASURES,,,1
E_71f8f751-1626-58dc-a173-4da29d792239,SENSORDATA_f4c242bd-5682-5689-9e8e-16c77a08e6c6,PLANT_34e7e00a-6a2c-4fa2-84bf-d6d4a8c30314,MEASURES,,,1
E_8cc3c367-5145-56f1-819e-d1cc53d951af,SENSORDATA_a70c1971-c44a-5e2b-afb9-a3a19c9a4cee,PLANT_34e7e00a-6a2c-4fa2-84bf-d6d4a8c30314,MEASURES,,,1
E_2b887b4b-f6f4-561e-b57d-331e15d4d6e8,SENSORDATA_547bb0f9-7e16-51ef-b1a4-98c0742b029f,PLANT_34e7e00a-6a2c-4fa2-84bf-d6d4a8c30314,MEASURES,,,1
E_2352f997-7d30-5f9e-9b8f-6e205cbb0c90,SENSORDATA_8787f9ae-93f0-55ff-a048-2b1385ac68df,PLANT_34e7e00a-6a2c-4fa2-84bf-d6d4a8c30314,MEASURES,,,1
E_7771e683-a647-52b6-a42e-004e868485d9,SENSORDATA_e505a815-3237-5677-ae78-80a5ba1d2549,PLANT_34e7e00a-6a2c-4fa2-84bf-d6d4a8c30314,MEASURES,,,1
E_cb8d0aae-06f5-588b-a91b-9c0ae33a2213,SENSORDATA_11b26e8a-b5a6-55b9-aeb6-a2d8fbdc5594,PLANT_34e7e00a-6a2c-4fa2-84bf-d6d4a8c30314,MEASURES,,,1
E_3672c161-63cd-5f96-85c4-b1b94e83e852,SENSORDATA_46a31d74-4bee-5c06-96f8-502e45b86151,PLANT_34e7e00a-6a2c-4fa2-84bf-d6d4a8c30314,MEASURES,,,1
E_fcd59121-d066-522f-86a0-1432d8de6b3a,SENSORDATA_3244319f-4e2f-5c5c-b772-b1fa09136628,PLANT_34e7e00a-6a2c-4fa2-84bf-d6d4a8c30314,MEASURES,,,1
E_a12d086c-c413-591b-b31b-96f9b2c2808e,SENSORDATA_ffc04a50-5a47-5ff6-8699-95fba65d061f,PLANT_34e7e00a-6a2c-4fa2-84bf-d6d4a8c30314,MEASURES,,,1
E_6451ef3c-5596-5da0-ab06-e68ab32cae3a,SENSORDATA_dc10b126-76eb-57ed-ad6e-3e04b7ec567e,PLANT_34e7e00a-6a2c-4fa2-84bf-d6d4a8c30314,MEASURES,,,1
E_f0938d02-aeee-5dde-92cd-40eadc66275a,SENSORDATA_d60684af-9b75-5768-8352-8217d0d8433c,PLANT_34e7e00a-6a2c-4fa2-84bf-d6d4a8c30314,MEASURES,,,1
E_97185e83-e468-5e9c-991f-3a0f09e14ef8,SENSORDATA_7aa59e77-ebb8-5f45-b9b6-12f4a65c5152,PLANT_34e7e00a-6a2c-4fa2-84bf-d6d4a8c30314,MEASURES,,,1
E_a34c8ced-b9a9-58b7-a04d-1ba6114fbe93,SENSOR_p0:33:18:00:20:11,PLANT_34e7e00a-6a2c-4fa2-84bf-d6d4a8c30314,MEASURES,,,1
E_1e722e06-19d1-5bb5-b18b-4c638d28feeb,SENSORDATA_baf4059c-72a4-5931-b4eb-942335c04025,PLANT_1ca3d89a-ba1f-4184-b30b-969d38775135,MEASURES,,,1
E_f1ab737f-1f5d-5170-bf4b-fecff37dda29,SENSORDATA_e7ad21ba-3203-5961-a853-c86148dd4c18,PLANT_1ca3d89a-ba1f-4184-b30b-969d38775135,MEASURES,,,1
E_2e40c0d9-fd51-5b60-b65c-f6c31240b803,SENSORDATA_1526ab0b-bf71-5dfe-adce-dc9da71c0bc2,PLANT_1ca3d89a-ba1f-4184-b30b-969d38775135,MEASURES,,,1
E_5500a00a-e740-52e3-a817-eed7de0c9f66,SENSORDATA_89fc97d8-7d3e-50da-81bd-0cb7a14fe3e5,PLANT_1ca3d89a-ba1f-4184-b30b-969d38775135,MEASURES,,,1
E_d137a69e-ae9c-5246-8e5d-a2a0da389cbf,SENSORDATA_ed5e3fb1-61f9-55e3-9e67-b7f3d3db4f96,PLANT_1ca3d89a-ba1f-4184-b30b-969d38775135,MEASURES,,,1
E_15899852-259e-5275-b507-afa748dde143,SENSORDATA_f92c067e-7ebe-5ba2-9f4f-a5743afbe81c,PLANT_1ca3d89a-ba1f-4184-b30b-969d38775135,MEASURES,,,1
E_eca623d4-a4e4-5f11-a6d7-07edfdfa716c,SENSORDATA_69610f4e-2e05-577b-88a3-191666b0512e,PLANT_1ca3d89a-ba1f-4184-b30b-969d38775135,MEASURES,,,1
E_369a5023-c85a-519d-b5ce-5bcf1cd2ae65,SENSORDATA_cac6eebd-23b5-515c-b17d-89de2a2b47d8,PLANT_1ca3d89a-ba1f-4184-b30b-969d38775135,MEASURES,,,1
E_864196b1-8771-5feb-90e1-5e6f6416daec,SENSORDATA_067bcaa7-7f69-5728-919e-d25b93860b21,PLANT_1ca3d89a-ba1f-4184-b30b-969d38775135,MEASURES,,,1
E_86c3fc2a-9147-57cc-9b65-a3191b00cb82,SENSORDATA_b7b83844-116a-53c7-b38e-3bacb6d64f19,PLANT_1ca3d89a-ba1f-4184-b30b-969d38775135,MEASURES,,,1
E_fefdb166-b621-59de-a3b5-cf1c52d2a5e5,SENSORDATA_c9e4b6d2-930b-58f7-b2f8-6cc4d430f59f,PLANT_1ca3d89a-ba1f-4184-b30b-969d38775135,MEASURES,,,1
E_0686629b-151c-5bb8-82dd-ca765526edfd,SENSORDATA_bfd9324e-a027-57a0-9eb7-0518658cb9ac,PLANT_1ca3d89a-ba1f-4184-b30b-969d38775135,MEASURES,,,1
E_c4f9c6c0-c240-5715-90e5-89a99a8b4f7a,SENSORDATA_f5f2e1ba-e42e-544b-92ff-435f728a5925,PLANT_1ca3d89a-ba1f-4184-b30b-969d38775135,MEASURES,,,1
E_253d07dd-8693-53e7-8353-8cccb28edd74,SENSORDATA_dc29c77a-bacf-57f6-9fa5-4732cbc10998,PLANT_1ca3d89a-ba1f-4184-b30b-969d38775135,MEASURES,,,1
E_f963b4bb-a9a7-5f97-be83-77ba0cdb6e57,SENSOR_18:24:as:kf:24:00,PLANT_1ca3d89a-ba1f-4184-b30b-969d38775135,MEASURES,2.0,,1
E_2d218db5-8deb-524a-92f6-22e9027aa1fe,SENSORDATA_a5c1de4f-b74e-5027-a0e3-0462d53f6db0,PLANT_5b4530a0-6220-444d-80c8-23bb33ff63b8,MEASURES,,,1
E_3216a788-e0b0-5524-b752-ca0c49bc14b0,SENSORDATA_2ad6ea66-c857-55b8-9c0d-1ca78d31178d,PLANT_5b4530a0-6220-444d-80c8-23bb33ff63b8,MEASURES,,,1
E_ee176f20-90ab-51f9-9d86-4437cf86d1d6,SENSORDATA_e7e62785-f276-52bc-b1f0-cb93874f865f,PLANT_5b4530a0-6220-444d-80c8-23bb33ff63b8,MEASURES,,,1
E_75ac949e-c322-59a2-b4dd-fb280e512c5d,SENSORDATA_5ed376a7-49af-57e9-84f9-a900fd3381a7,PLANT_5b4530a0-6220-444d-80c8-23bb33ff63b8,MEASURES,,,1
E_d2ff70d7-c378-5ed6-baee-f741ba1fb929,SENSORDATA_d31d6108-ff80-564c-9918-a8d20c5b1921,PLANT_5b4530a0-6220-444d-80c8-23bb33ff63b8,MEASURES,,,1
E_a68661d4-c71b-50e0-9e38-7068e43d4410,SENSORDATA_7e6b0d6d-e880-5760-bd68-3a6091474803,PLANT_5b4530a0-6220-444d-80c8-23bb33ff63b8,MEASURES,,,1
E_8526cb5b-cc4f-5d9d-ac08-d5a4df406cdb,SENSORDATA_539b10e3-efba-557a-b230-1a1300e908b6,PLANT_5b4530a0-6220-444d-80c8-23bb33ff63b8,MEASURES,,,1
E_2b8ba631-40aa-5c65-8092-9cf5fa8c396a,SENSORDATA_a0d575b0-4a4e-5fc1-854b-80120d82e7c1,PLANT_5b4530a0-6220-444d-80c8-23bb33ff63b8,MEASURES,,,1
E_ff3602a1-6128-5883-81b5-5ca857be93d3,SENSORDATA_cdeddeb1-af32-52dc-be26-267dc13e5edf,PLANT_5b4530a0-6220-444d-80c8-23bb33ff63b8,MEASURES,,,1
E_2485f3ea-62bf-5a82-8015-bff7ca39e0f5,SENSORDATA_2b87bb10-f63f-5a4f-88c7-1c9325f5bdf5,PLANT_5b4530a0-6220-444d-80c8-23bb33ff63b8,MEASURES,,,1
E_2c3e3a52-1701-5568-990f-2b341dfa06d6,SENSORDATA_82b39eef-2326-5381-add2-d42bb662af80,PLANT_5b4530a0-6220-444d-80c8-23bb33ff63b8,MEASURES,,,1
E_8f944bc3-4b61-5646-885f-796a8e259ed5,SENSORDATA_ce7b40e7-6310-52c9-9579-f25158961201,PLANT_5b4530a0-6220-444d-80c8-23bb33ff63b8,MEASURES,,,1
E_0e7d700d-d70e-5b1d-b9b4-cf05c622dd07,SENSORDATA_98e15bd0-dcad-5357-97d3-5d629fa41c1c,PLANT_5b4530a0-6220-444d-80c8-23bb33ff63b8,MEASURES,,,1
E_10d76a30-ffaf-5660-bc60-dfad4418cdd8,SENSORDATA_72ca0b28-377b-5e9f-a96f-d1c8d951c781,PLANT_5b4530a0-6220-444d-80c8-23bb33ff63b8,MEASURES,,,1
E_319e8092-5f3e-5abf-99d5-d124c2884800,SENSOR_o0:4e:ve:rt:1l:l1,PLANT_5b4530a0-6220-444d-80c8-23bb33ff63b8,MEASURES,3.0,,1
E_e1a700bc-effd-5f67-b682-73445984127a,SENSORDATA_667301b7-4f0c-50dd-85f2-879309a84c49,PLANT_2f53483e-880b-488e-89cd-4aad16edfa7e,MEASURES,,,1
E_6b703b92-24dc-58e5-b5c7-e0f064654d98,SENSORDATA_caf0b464-6616-56d5-a07e-f4f9da5188a4,PLANT_2f53483e-880b-488e-89cd-4aad16edfa7e,MEASURES,,,1
E_566802ff-bb71-557c-ad8d-634ae887c67b,SENSORDATA_0d22ebea-f10d-5c35-b2f1-ad3b9c9344a1,PLANT_2f53483e-880b-488e-89cd-4aad16edfa7e,MEASURES,,,1
E_62941d76-c0cb-5054-988f-a64ecf04d146,SENSORDATA_0af4f0e1-aa3c-507d-b19b-8ed61a6f440f,PLANT_2f53483e-880b-488e-89cd-4aad16edfa7e,MEASURES,,,1
E_ed392c8a-9050-5adb-92da-da5cb1c8605d,SENSORDATA_f1dbc5ca-ea8f-5e60-b47b-f343c473dc1e,PLANT_2f53483e-880b-488e-89cd-4aad16edfa7e,MEASURES,,,1
E_e022f62e-5479-5cad-b8c0-6bde513e31bc,SENSORDATA_09f38fef-78a5-5d78-aa3c-de88b5084131,PLANT_2f53483e-880b-488e-89cd-4aad16edfa7e,MEASURES,,,1
E_f8f47178-3103-5075-95a8-83db0386934f,SENSORDATA_bb669780-e541-5f3b-8f1a-c781d7c77e11,PLANT_2f53483e-880b-488e-89cd-4aad16edfa7e,MEASURES,,,1
E_2cbd20d1-72e5-5d89-a314-ea2248df1e87,SENSORDATA_f4ce5816-5f73-5cbf-9a26-a000e6329f97,PLANT_2f53483e-880b-488e-89cd-4aad16edfa7e,MEASURES,,,1
E_f57d7091-47e3-51de-bc2e-7578d38fb610,SENSORDATA_479e961b-19ed-589b-bef5-100a2bf4d840,PLANT_2f53483e-880b-488e-89cd-4aad16edfa7e,MEASURES,,,1
E_194016c6-6f8a-5a8d-92b8-690aa4985cbe,SENSORDATA_39380040-5a71-5113-9a96-43ace0ea2f6c,PLANT_2f53483e-880b-488e-89cd-4aad16edfa7e,MEASURES,,,1
E_a9d6c2d5-8a2b-5b9c-aee0-634b43359fb9,SENSORDATA_7ba9c843-7cbe-5306-929c-fd400315e08a,PLANT_2f53483e-880b-488e-89cd-4aad16edfa7e,MEASURES,,,1
E_ceb2a0f2-3b66-5406-a16f-e78b222ad57b,SENSORDATA_dd4cde39-3c23-5535-84e9-539496efb2e9,PLANT_2f53483e-880b-488e-89cd-4aad16edfa7e,MEASURES,,,1
E_06d78709-8112-5fa7-b8f8-1fd132edfd01,SENSORDATA_99268eed-333a-5de4-8f29-12b32830e37d,PLANT_2f53483e-880b-488e-89cd-4aad16edfa7e,MEASURES,,,1
E_b776014f-c22e-5bb8-801f-2a660c562eb6,SENSORDATA_c92eb5cc-01e3-5e54-808b-d0cd4a5ed527,PLANT_2f53483e-880b-488e-89cd-4aad16edfa7e,MEASURES,,,1
E_befa6b5e-a9a4-5936-9739-618fd433d515,SENSOR_18:24:as:kf:24:00,PLANT_2f53483e-880b-488e-89cd-4aad16edfa7e,MEASURES,2.0,,1
E_130c4b76-156f-5d9d-9104-cfa6c9166ce8,SENSORDATA_95cbfb9d-e020-5bbb-8975-5a135dd39807,PLANT_6328e6bf-cb0b-4c74-87c3-fd2bcdb07251,MEASURES,,2.0,1
E_688336e6-0ab4-5cbb-a494-cf385af0f68e,SENSORDATA_3505bf60-3468-58a3-8ba2-e3cee0acc435,PLANT_6328e6bf-cb0b-4c74-87c3-fd2bcdb07251,MEASURES,,2.0,1
E_ff1c1d22-a64c-5677-b93b-dcdb82c98d91,SENSORDATA_974925f0-d246-5fe0-80a3-4a7ff989148a,PLANT_6328e6bf-cb0b-4c74-87c3-fd2bcdb07251,MEASURES,,2.0,1
E_3496798a-f92e-5596-9dd4-2072cb9610cf,SENSORDATA_641ecc1c-1258-5a6e-953d-3b084edd059a,PLANT_6328e6bf-cb0b-4c74-87c3-fd2bcdb07251,MEASURES,,2.0,1
E_20e61065-9959-55ea-b3d4-89be07061cd3,SENSORDATA_c20683d8-8b47-539a-b9a8-fb3b730979ec,PLANT_6328e6bf-cb0b-4c74-87c3-fd2bcdb07251,MEASURES,,2.0,1
E_5a9cdad3-c43c-54f0-bea6-bd6d79d1a434,SENSORDATA_72ac7a0d-4a80-5526-b672-ed72e0064721,PLANT_6328e6bf-cb0b-4c74-87c3-fd2bcdb07251,MEASURES,,2.0,1
E_c090ad61-29e4-561c-a76b-0194f27b8fa6,SENSORDATA_fb0c3076-1f9b-5d4e-87f3-00d1a2bb734a,PLANT_6328e6bf-cb0b-4c74-87c3-fd2bcdb07251,MEASURES,,2.0,1
E_cb0d20d3-7f90-504f-8d8e-71d235a471a1,SENSORDATA_35bd8716-2095-5643-8d58-28224c7f160e,PLANT_6328e6bf-cb0b-4c74-87c3-fd2bcdb07251,MEASURES,,2.0,1
E_8a500be3-7230-5217-8cef-e08c97ae7025,SENSORDATA_c03e8598-e16f-59b5-a8a3-42d1476c897b,PLANT_6328e6bf-cb0b-4c74-87c3-fd2bcdb07251,MEASURES,,2.0,1
E_91e2e8f6-6e60-5d7e-b141-7d452a847cfc,SENSORDATA_96f500a6-70b8-5810-9c0d-325e0535114f,PLANT_6328e6bf-cb0b-4c74-87c3-fd2bcdb07251,MEASURES,,2.0,1
E_37f98351-bebd-5565-b0de-c049f4746323,SENSORDATA_16bba5b9-1e5f-586a-9ba8-c229e40eb51b,PLANT_6328e6bf-cb0b-4c74-87c3-fd2bcdb07251,MEASURES,,2.0,1
E_e0134703-1373-5fa7-b0e5-50e9a06203b6,SENSORDATA_2cb9e671-b5cd-5ffe-9412-8c6adbabf42a,PLANT_6328e6bf-cb0b-4c74-87c3-fd2bcdb07251,MEASURES,,2.0,1
E_b0769fcb-f979-5b54-8b42-1376ccd4cdf9,SENSORDATA_c72961eb-a721-510d-9e5c-8fadd67aae88,PLANT_6328e6bf-cb0b-4c74-87c3-fd2bcdb07251,MEASURES,,2.0,1
E_88b41b77-38d2-56f4-9b24-2ec6fa7a00db,SENSORDATA_9fd53f14-a3b3-5463-8827-b0d76424b23c,PLANT_6328e6bf-cb0b-4c74-87c3-fd2bcdb07251,MEASURES,,2.0,1
E_b2dfdc49-18a8-5e15-a5b2-82fc3650362f,SENSOR_18:24:as:kf:24:00,PLANT_6328e6bf-cb0b-4c74-87c3-fd2bcdb07251,MEASURES,2.0,2.0,1
E_86547096-5aad-5d35-98d7-0b0afce86738,SENSORDATA_44aaf37a-a64c-591a-a9ae-dd027ae6dbdb,PLANT_9abfe2bb-809d-4a77-93a0-60cb598769d0,MEASURES,,,1
E_d28e9524-91c1-5bc8-bf21-69eb8d4a0e73,SENSORDATA_2ce64faa-a423-5f9e-bc95-bc3ad6f0026b,PLANT_9abfe2bb-809d-4a77-93a0-60cb598769d0,MEASURES,,,1
E_4997b318-ee7e-58e4-97b3-e67c68224752,SENSORDATA_f4573404-4771-5073-8d7a-e6301be1bc65,PLANT_9abfe2bb-809d-4a77-93a0-60cb598769d0,MEASURES,,,1
E_77a3beb7-8f4e-5875-93aa-85cdb4def3d3,SENSORDATA_d06d485a-7919-5d03-ae35-837921695337,PLANT_9abfe2bb-809d-4a77-93a0-60cb598769d0,MEASURES,,,1
E_15806872-c3a1-5975-a1e6-ac2078477695,SENSORDATA_a5cbec45-9989-5070-8563-884c9d0feedd,PLANT_9abfe2bb-809d-4a77-93a0-60cb598769d0,MEASURES,,,1
E_1ad76df9-f306-5ade-b19b-5960e8fa5d5c,SENSORDATA_f33a0111-5875-55d2-aa26-938cc41127b5,PLANT_9abfe2bb-809d-4a77-93a0-60cb598769d0,MEASURES,,,1
E_7b91be35-58e6-5664-97da-a0c63cdf6bef,SENSORDATA_355fe29f-e55f-5ceb-a677-65975695f26a,PLANT_9abfe2bb-809d-4a77-93a0-60cb598769d0,MEASURES,,,1
E_58d2cc14-b3fb-54db-a586-bb405ae4b175,SENSORDATA_c4a4f5f1-3c66-58c2-ab97-5c53a923cbc7,PLANT_9abfe2bb-809d-4a77-93a0-60cb598769d0,MEASURES,,,1
E_9c2025ba-5faf-558a-85cf-a1a7d8ace139,SENSORDATA_80d54463-fd07-5759-a8d3-7d337aab40c4,PLANT_9abfe2bb-809d-4a77-93a0-60cb598769d0,MEASURES,,,1
E_bdb9b0c4-6059-5f8b-8f1c-14fe1bcfd9cf,SENSORDATA_1e5d364b-fe63-5a57-ad04-96557b61bb8f,PLANT_9abfe2bb-809d-4a77-93a0-60cb598769d0,MEASURES,,,1
E_18b5b0ca-f267-5d78-bc06-6c4027352bff,SENSORDATA_3cc74b65-ace1-544d-bdcb-b2025f363b73,PLANT_9abfe2bb-809d-4a77-93a0-60cb598769d0,MEASURES,,,1
E_3de3f433-7850-5509-b9ea-70b1184cd1b8,SENSORDATA_644d5fb4-7ce5-54c9-9a87-6b0c84194bca,PLANT_9abfe2bb-809d-4a77-93a0-60cb598769d0,MEASURES,,,1
E_ef766178-1d30-5a87-b464-b689490c1b31,SENSORDATA_70d35c08-153e-5a27-84ce-ac1a526f1265,PLANT_9abfe2bb-809d-4a77-93a0-60cb598769d0,MEASURES,,,1
E_30ea0eea-3bd1-52b8-a54f-03d61c8523e2,SENSORDATA_38321755-1f99-53ef-930a-98d2cd650c00,PLANT_9abfe2bb-809d-4a77-93a0-60cb598769d0,MEASURES,,,1
E_e9b160b2-ebdb-5563-a5f6-a281eeca5028,SENSOR_p0:33:18:00:20:11,PLANT_9abfe2bb-809d-4a77-93a0-60cb598769d0,MEASURES,,,1
E_16c600bb-946c-5cb6-b01f-a98647337ef3,SENSORDATA_2251836c-25c0-5f6a-a9d5-1fa3ec719563,PLANT_05105295-98c7-4f04-8b98-890d46decebb,MEASURES,,,1
E_c96800e9-745c-5fef-be31-c9e46066c112,SENSORDATA_8acbc093-6dc5-5097-ade0-a5232de73dcb,PLANT_05105295-98c7-4f04-8b98-890d46decebb,MEASURES,,,1
E_a3b29b74-a407-5c1e-8b60-70f6335fceaf,SENSORDATA_1b068f13-054f-5f7b-a6ea-d80a87dba895,PLANT_05105295-98c7-4f04-8b98-890d46decebb,MEASURES,,,1
E_6c792190-dd3d-5ba4-a11b-ff3f5b43e03b,SENSORDATA_06687b3c-c062-56e8-a06f-dfcfbf4c045f,PLANT_05105295-98c7-4f04-8b98-890d46decebb,MEASURES,,,1
E_2f887999-7b81-5b8c-95c8-7dde9655ad9b,SENSORDATA_97223b50-b352-5f75-8d48-05935af88509,PLANT_05105295-98c7-4f04-8b98-890d46decebb,MEASURES,,,1
E_c55692ec-f986-5e2b-9d92-285427d74025,SENSORDATA_09556f00-e0ac-5c6d-b614-16902c16b795,PLANT_05105295-98c7-4f04-8b98-890d46decebb,MEASURES,,,1
E_70cf0c28-b19b-538d-b387-4de6ccf8cd8e,SENSORDATA_18673215-ae00-5ed0-a4e8-7a57fc06f8d4,PLANT_05105295-98c7-4f04-8b98-890d46decebb,MEASURES,,,1
E_fd3bdb64-1dbe-58bf-8f03-5719437f907e,SENSORDATA_738db1b4-2999-57ae-9b71-bff86a8ff943,PLANT_05105295-98c7-4f04-8b98-890d46decebb,MEASURES,,,1
E_2ab44647-25e8-5b9e-a638-cc9f52cb906d,SENSORDATA_91e0c89b-538b-5be7-b12d-48d412de54cc,PLANT_05105295-98c7-4f04-8b98-890d46decebb,MEASURES,,,1
E_01c4b246-ea4e-5e1d-ab68-3a6fdcee6c93,SENSORDATA_781c6973-8040-57fa-9ef2-a19aed799a39,PLANT_05105295-98c7-4f04-8b98-890d46decebb,MEASURES,,,1
E_61193d88-0555-5783-aec4-203550757408,SENSORDATA_0fbd96e0-0e3e-5866-a667-d62e4ffd94c0,PLANT_05105295-98c7-4f04-8b98-890d46decebb,MEASURES,,,1
E_092a1131-8656-5fc5-b275-1d0e65512063,SENSORDATA_79cca103-2d47-5b96-8379-b5362e6748fb,PLANT_05105295-98c7-4f04-8b98-890d46decebb,MEASURES,,,1
E_65700469-cc9a-52c2-9538-f3f7095a6e2f,SENSORDATA_5feefe01-d062-5af5-870e-16fa5d8b1396,PLANT_05105295-98c7-4f04-8b98-890d46decebb,MEASURES,,,1
E_b7cbc551-234d-5171-a432-10b6b0621db2,SENSORDATA_8b3bff10-6762-5256-bf08-eb4ebca6c673,PLANT_05105295-98c7-4f04-8b98-890d46decebb,MEASURES,,,1
E_312e3092-9c08-548d-8a69-da787a070cac,SENSOR_18:24:as:kf:24:00,PLANT_05105295-98c7-4f04-8b98-890d46decebb,MEASURES,2.0,,1
E_8a3736e5-51da-58e7-8a13-e6a7a4fa7063,SENSORDATA_1bd70338-79f8-56fc-a8d8-fb5f61126657,PLANT_932672d5-19a6-4e42-83ee-f87ce7164c7d,MEASURES,,,1
E_e8922975-af86-5cdc-a2dc-fa97854000d9,SENSORDATA_a540f315-8393-5a66-848a-a788d93a1111,PLANT_932672d5-19a6-4e42-83ee-f87ce7164c7d,MEASURES,,,1
E_edf9faf7-a50b-5d5b-8a82-8754e059ad9c,SENSORDATA_5de0906d-bb14-5529-bdf0-a4eb20309d20,PLANT_932672d5-19a6-4e42-83ee-f87ce7164c7d,MEASURES,,,1
E_c5fba460-2226-5dac-ba94-d53b8fb8335e,SENSORDATA_4004feca-91ea-5bab-8a02-3955201f41de,PLANT_932672d5-19a6-4e42-83ee-f87ce7164c7d,MEASURES,,,1
E_6bfdc2ff-47a7-58a1-a5e1-4f783700cb09,SENSORDATA_8ce6b873-51c3-57de-bded-25febafc5d47,PLANT_932672d5-19a6-4e42-83ee-f87ce7164c7d,MEASURES,,,1
E_07963174-8bbd-5d23-90f5-d8c311932fb4,SENSORDATA_8a1e0503-1c22-5593-8a02-a0ade41385dd,PLANT_932672d5-19a6-4e42-83ee-f87ce7164c7d,MEASURES,,,1
E_025f7977-fd4b-5f1e-91a7-953b48995912,SENSORDATA_b88de024-bcfc-512b-abe8-0844e5df289d,PLANT_932672d5-19a6-4e42-83ee-f87ce7164c7d,MEASURES,,,1
E_c79fc993-aa47-5503-8d4e-e51bd53b94d0,SENSORDATA_4e4c08e8-07ff-526b-a2a9-72917db59457,PLANT_932672d5-19a6-4e42-83ee-f87ce7164c7d,MEASURES,,,1
E_4de08885-99d4-55ab-b582-9e1d60748955,SENSORDATA_5a8de0c5-52b5-5a05-8741-1ad085a83c0d,PLANT_932672d5-19a6-4e42-83ee-f87ce7164c7d,MEASURES,,,1
E_d1aa4f26-3641-5a3a-b6b0-2f4ac4e75b7c,SENSORDATA_6fad9007-ba21-5c51-bad9-ee02210fc4c8,PLANT_932672d5-19a6-4e42-83ee-f87ce7164c7d,MEASURES,,,1
